2020-03-26 03:07:32.816 GMT [12464] ���������:  ������� �� ���� ���������: 2020-03-25 12:30:59 GMT
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
	
	
	;
	
	ALTER TABLE public.user_interpretation_group_values_view
	    OWNER TO postgres;
2020-03-26 11:51:44.392 GMT [8316] ОШИБКА:  отношение "user_interpretation_group_values_view" не существует (символ 1094)
2020-03-26 11:51:44.392 GMT [8316] ОПЕРАТОР:  CREATE OR REPLACE VIEW public.user_interpretation_group_values_view
	 AS
	SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) as value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
	
	;
	
	ALTER TABLE public.user_interpretation_group_values_view
	    OWNER TO postgres;
2020-03-26 11:51:59.399 GMT [8316] ОШИБКА:  отношение "user_interpretation_group_values_view" не существует (символ 1094)
2020-03-26 11:51:59.399 GMT [8316] ОПЕРАТОР:  CREATE OR REPLACE VIEW public.user_interpretation_group_values_view
	 AS
	SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) as value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id;
	
	ALTER TABLE public.user_interpretation_group_values_view
	    OWNER TO postgres;
2020-03-26 11:52:07.788 GMT [8316] ОШИБКА:  отношение "user_interpretation_group_values_view" не существует (символ 1094)
2020-03-26 11:52:07.788 GMT [8316] ОПЕРАТОР:  CREATE OR REPLACE VIEW public.user_interpretation_group_values_view
	 AS
	SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) as value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id;
	
	ALTER TABLE public.user_interpretation_group_values_view
	    OWNER TO postgres;
2020-03-26 11:53:59.605 GMT [12816] ОШИБКА:  ошибка синтаксиса в конце (символ 7)
2020-03-26 11:53:59.605 GMT [12816] ОПЕРАТОР:  values
2020-03-26 11:54:01.044 GMT [12816] ОШИБКА:  ошибка синтаксиса в конце (символ 7)
2020-03-26 11:54:01.044 GMT [12816] ОПЕРАТОР:  values
2020-03-26 11:54:01.252 GMT [12816] ОШИБКА:  ошибка синтаксиса в конце (символ 7)
2020-03-26 11:54:01.252 GMT [12816] ОПЕРАТОР:  values
2020-03-26 11:54:01.446 GMT [12816] ОШИБКА:  ошибка синтаксиса в конце (символ 7)
2020-03-26 11:54:01.446 GMT [12816] ОПЕРАТОР:  values
2020-03-26 11:54:40.992 GMT [12816] ОШИБКА:  ошибка синтаксиса в конце (символ 7)
2020-03-26 11:54:40.992 GMT [12816] ОПЕРАТОР:  values
2020-03-26 11:56:09.041 GMT [10296] ОШИБКА:  столбец igt.min_interpretation_group_values_all не существует (символ 412)
2020-03-26 11:56:09.041 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_view uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_values_all AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:09.541 GMT [10296] ОШИБКА:  столбец igt.min_interpretation_group_values_all не существует (символ 412)
2020-03-26 11:56:09.541 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_view uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_values_all AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:19.298 GMT [10296] ОШИБКА:  отношение "user_interpretation_group_values_all_view" не существует (символ 282)
2020-03-26 11:56:19.298 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all_view uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:20.173 GMT [10296] ОШИБКА:  отношение "user_interpretation_group_values_all_view" не существует (символ 282)
2020-03-26 11:56:20.173 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all_view uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:20.624 GMT [10296] ОШИБКА:  отношение "user_interpretation_group_values_all_view" не существует (символ 282)
2020-03-26 11:56:20.624 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all_view uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:30.326 GMT [10296] ОШИБКА:  столбец uigrv.test не существует (символ 84)
2020-03-26 11:56:30.326 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:30.909 GMT [10296] ОШИБКА:  столбец uigrv.test не существует (символ 84)
2020-03-26 11:56:30.909 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:31.352 GMT [10296] ОШИБКА:  столбец uigrv.test не существует (символ 84)
2020-03-26 11:56:31.352 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:31.611 GMT [10296] ОШИБКА:  столбец uigrv.test не существует (символ 84)
2020-03-26 11:56:31.611 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:31.840 GMT [10296] ОШИБКА:  столбец uigrv.test не существует (символ 84)
2020-03-26 11:56:31.840 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:32.026 GMT [10296] ОШИБКА:  столбец uigrv.test не существует (символ 84)
2020-03-26 11:56:32.026 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:32.499 GMT [10296] ОШИБКА:  столбец uigrv.test не существует (символ 84)
2020-03-26 11:56:32.499 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.test,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
	  WHERE uigrv.value >= igt.min_interpretation_group_value AND uigrv.value <= igt.max_interpretation_group_value;
2020-03-26 11:56:35.145 GMT [10296] ОШИБКА:  столбец uigrv.interpretation_group не существует (символ 119)
2020-03-26 11:56:35.145 GMT [10296] ПОДСКАЗКА:  Возможно, предполагалась ссылка на столбец "uigrv.interpretation_group_id".
2020-03-26 11:56:35.145 GMT [10296] ОПЕРАТОР:  SELECT uigrv.date,
	    uigrv.user_id,
	    uigrv.user_login,
	    uigrv.test_id,
	    uigrv.interpretation_group_id,
	    uigrv.interpretation_group,
	    uigrv.value,
	    igt.id AS think_id,
	    igt.value AS think
	   FROM interpretation_group_thinks igt
	     LEFT JOIN user_interpretation_group_values_all uigrv ON igt.interpretation_group_id = uigrv.interpretation_group_id
